,Country,Freedom to make life choices,GDP per Capita,GDP per capita,Generosity,Government Trust,Happiness Rank,Happiness Score,Life Expectancy,Social support,Year
101,Benin,0.349,,0.39299999999999996,0.175,0.08199999999999999,102,4.883,0.397,0.43700000000000006,2019
102,Congo (Brazzaville),0.37200000000000005,,0.6729999999999999,0.105,0.09300000000000001,103,4.812,0.508,0.799,2019
103,Gabon,0.295,,1.057,0.043,0.055,104,4.7989999999999995,0.5710000000000001,1.183,2019
104,Laos,0.547,,0.764,0.266,0.16399999999999998,105,4.796,0.551,1.03,2019
105,South Africa,0.389,,0.96,0.13,0.055,106,4.7219999999999995,0.469,1.351,2019
106,Albania,0.38299999999999995,,0.9470000000000001,0.17800000000000002,0.027000000000000003,107,4.718999999999999,0.8740000000000001,0.848,2019
107,Venezuela,0.154,,0.96,0.064,0.047,108,4.707,0.805,1.4269999999999998,2019
108,Cambodia,0.609,,0.574,0.23199999999999998,0.062,109,4.7,0.637,1.122,2019
109,Palestinian Territories,0.225,,0.657,0.10300000000000001,0.066,110,4.696000000000001,0.672,1.247,2019
110,Senegal,0.292,,0.45,0.153,0.07200000000000001,111,4.681,0.5710000000000001,1.1340000000000001,2019
111,Somalia,0.5589999999999999,,0.0,0.243,0.27,112,4.668,0.268,0.698,2019
112,Namibia,0.401,,0.879,0.07,0.055999999999999994,113,4.638999999999999,0.47700000000000004,1.3130000000000002,2019
113,Niger,0.318,,0.138,0.188,0.102,114,4.628,0.366,0.774,2019
114,Burkina Faso,0.255,,0.331,0.177,0.113,115,4.587,0.38,1.056,2019
115,Armenia,0.28300000000000003,,0.85,0.095,0.064,116,4.559,0.815,1.055,2019
116,Iran,0.305,,1.1,0.27,0.125,117,4.548,0.785,0.8420000000000001,2019
117,Guinea,0.332,,0.38,0.207,0.086,118,4.534,0.375,0.8290000000000001,2019
118,Georgia,0.34600000000000003,,0.8859999999999999,0.043,0.16399999999999998,119,4.519,0.752,0.6659999999999999,2019
119,Gambia,0.382,,0.308,0.26899999999999996,0.16699999999999998,120,4.516,0.428,0.9390000000000001,2019
120,Kenya,0.431,,0.512,0.37200000000000005,0.053,121,4.5089999999999995,0.581,0.983,2019
121,Mauritania,0.066,,0.57,0.106,0.08800000000000001,122,4.49,0.489,1.167,2019
122,Mozambique,0.494,,0.204,0.19699999999999998,0.138,123,4.466,0.39,0.986,2019
123,Tunisia,0.16699999999999998,,0.9209999999999999,0.059000000000000004,0.055,124,4.461,0.815,1.0,2019
124,Bangladesh,0.527,,0.562,0.166,0.14300000000000002,125,4.456,0.723,0.9279999999999999,2019
125,Iraq,0.24100000000000002,,1.043,0.14800000000000002,0.08900000000000001,126,4.437,0.574,0.98,2019
126,Congo (Kinshasa),0.26899999999999996,,0.094,0.212,0.053,127,4.418,0.35700000000000004,1.125,2019
127,Mali,0.327,,0.385,0.153,0.052000000000000005,128,4.39,0.308,1.105,2019
128,Sierra Leone,0.309,,0.268,0.252,0.045,129,4.374,0.242,0.841,2019
129,Sri Lanka,0.47,,0.9490000000000001,0.244,0.047,130,4.3660000000000005,0.831,1.265,2019
130,Myanmar,0.525,,0.71,0.5660000000000001,0.172,131,4.36,0.555,1.181,2019
131,Chad,0.174,,0.35,0.198,0.078,132,4.35,0.192,0.7659999999999999,2019
132,Ukraine,0.17800000000000002,,0.82,0.187,0.01,133,4.332,0.7390000000000001,1.39,2019
133,Ethiopia,0.344,,0.336,0.209,0.1,134,4.2860000000000005,0.532,1.033,2019
134,Swaziland,0.313,,0.8109999999999999,0.07400000000000001,0.135,135,4.212,0.0,1.149,2019
135,Uganda,0.35600000000000004,,0.332,0.252,0.06,136,4.189,0.44299999999999995,1.069,2019
136,Egypt,0.24100000000000002,,0.9129999999999999,0.076,0.067,137,4.166,0.644,1.0390000000000001,2019
137,Zambia,0.431,,0.578,0.247,0.087,138,4.107,0.426,1.058,2019
138,Togo,0.293,,0.275,0.177,0.085,139,4.085,0.41,0.5720000000000001,2019
139,India,0.498,,0.755,0.2,0.085,140,4.015,0.588,0.765,2019
140,Liberia,0.37,,0.073,0.233,0.033,141,3.975,0.44299999999999995,0.922,2019
141,Comoros,0.142,,0.27399999999999997,0.275,0.078,142,3.9730000000000003,0.505,0.757,2019
142,Madagascar,0.14800000000000002,,0.27399999999999997,0.16899999999999998,0.040999999999999995,143,3.9330000000000003,0.555,0.9159999999999999,2019
143,Lesotho,0.359,,0.489,0.107,0.09300000000000001,144,3.802,0.168,1.169,2019
144,Burundi,0.22,,0.046,0.17600000000000002,0.18,145,3.775,0.38,0.447,2019
145,Zimbabwe,0.361,,0.366,0.151,0.08900000000000001,146,3.6630000000000003,0.433,1.114,2019
146,Haiti,0.026000000000000002,,0.32299999999999995,0.419,0.11,147,3.597,0.449,0.688,2019
147,Botswana,0.455,,1.041,0.025,0.1,148,3.488,0.5379999999999999,1.145,2019
148,Syria,0.013000000000000001,,0.619,0.331,0.141,149,3.4619999999999997,0.44,0.37799999999999995,2019
149,Malawi,0.44299999999999995,,0.191,0.218,0.08900000000000001,150,3.41,0.495,0.56,2019
150,Yemen,0.14300000000000002,,0.287,0.10800000000000001,0.077,151,3.38,0.46299999999999997,1.163,2019
151,Rwanda,0.555,,0.359,0.217,0.41100000000000003,152,3.3339999999999996,0.614,0.711,2019
152,Tanzania,0.41700000000000004,,0.47600000000000003,0.276,0.147,153,3.2310000000000003,0.499,0.885,2019
153,Afghanistan,0.0,,0.35,0.158,0.025,154,3.2030000000000003,0.361,0.517,2019
154,Central African Republic,0.225,,0.026000000000000002,0.235,0.035,155,3.083,0.105,0.0,2019
155,South Sudan,0.01,,0.306,0.20199999999999999,0.091,156,2.853,0.295,0.575,2019
